Jugador,Puesto,Equipo,Cotizacion,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,PCG,AcG,PrG,PCT,AcT,PrT,G,GJ,GP,GV,GR,GC,VF,VI,TA,TR,PE,PA
"Noguera, Gustavo",DEF,Quilmes AC,2300000,0,0,0,3,5,5,3,0,0,0,0,0,0,0,0,4,16,4,4,16,4,0,0,0,0,0,0,0,0,1,0,0,0
"Suárez, Lucas",DEF,Quilmes AC,700,0,0,5,5,15,4,4,0,0,0,0,0,0,0,0,5,33,6.6,5,33,6.6,1,1,0,0,0,0,0,0,0,0,0,0
"Uglessich, Mariano",DEF,Quilmes AC,3300000,0,0,0,4,5,3,2,15,5,-1,0,0,0,0,20,8,53,6.63,8,53,6.63,2,2,0,1,0,0,0,1,3,1,0,0
"Braña, Rodrigo",VOL,Quilmes AC,4300000,6,9,4,4,6,3,2,7,5,0,0,5,0,0,8,9,44,4.89,11,59,5.36,0,0,0,0,0,0,1,0,5,0,0,0
"Buonanotte, Diego",VOL,Quilmes AC,4700000,4,12,-1,0,5,2,4,6,4,0,2,4,3,0,0,9,29,3.22,11,45,4.09,1,1,0,1,0,0,0,0,4,1,0,0
"Cabrera, Nicolás",VOL,Quilmes AC,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,2,10,5,2,10,5,0,0,0,0,0,0,0,0,0,0,0,0
"Calello, Adrián",VOL,Quilmes AC,500,5,5,5,5,0,4,0,4,2,4,4,0,0,0,0,7,28,4,9,38,4.22,0,0,0,0,0,0,0,0,2,0,0,0
"Canelo, Alexis",VOL,Quilmes AC,2000000,0,0,0,0,0,0,5,0,4,4,10,4,5,4,20,8,56,7,8,56,7,1,1,0,1,0,0,2,0,2,0,0,0
"Carrasco, Emiliano",VOL,Quilmes AC,1600000,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,8,4,0,0,0,0,0,0,0,0,1,0,0,0
"Cáseres, Franco",VOL,Quilmes AC,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gómez, Rodrigo",VOL,Quilmes AC,4100000,4,5,12,5,3,14,1,5,5,7,5,6,0,5,7,12,75,6.25,14,84,6,2,2,0,1,0,0,0,0,4,0,0,0
"López, Nicolás",VOL,Quilmes AC,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Morales, Matías",VOL,Quilmes AC,2400000,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,2,10,5,2,10,5,0,0,0,0,0,0,0,0,0,0,0,0
"Pérez Godoy, Lucas",VOL,Quilmes AC,2100000,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2,5,2.5,2,5,2.5,0,0,0,0,0,0,0,0,0,2,0,0
"Pérez Guedes, Martín",VOL,Quilmes AC,3800000,0,0,0,0,0,0,0,0,0,4,2,0,4,0,0,3,10,3.33,3,10,3.33,0,0,0,0,0,0,0,0,1,0,0,0
"Romero, Sebastián",VOL,Quilmes AC,3900000,0,0,0,5,8,2,4,6,14,4,5,5,1,0,3,11,57,5.18,11,57,5.18,2,2,0,2,0,1,1,0,6,0,0,0
"Scifo, Adrián",VOL,Quilmes AC,2300000,5,3,4,0,0,0,0,0,0,0,5,5,0,2,3,5,19,3.8,7,27,3.86,0,0,0,0,0,0,0,0,3,0,0,0
"Zacaría, Jonathan",VOL,Quilmes AC,2500000,5,4,5,0,0,0,5,0,0,6,5,4,5,0,0,6,30,5,8,39,4.88,0,0,0,0,0,0,0,0,1,0,0,0
"Bieler, Claudio",DEL,Quilmes AC,4200000,2,4,4,5,2,4,3,0,0,0,10,0,18,6,6,9,58,6.44,11,64,5.82,4,1,3,3,0,0,0,0,3,0,0,0
"Ciampichetti, Flavio",DEL,Quilmes AC,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Demelchori, Leonel",DEL,Quilmes AC,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fernández, Adrián",DEL,Quilmes AC,3000000,4,0,5,0,0,0,2,0,0,0,0,0,0,0,0,2,7,3.5,3,11,3.67,0,0,0,0,0,0,0,0,1,0,0,0
"Hipperdinger, Sergio",DEL,Quilmes AC,2400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ilarregui, Francisco",DEL,Quilmes AC,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ramírez, Rubén",DEL,Quilmes AC,4900000,0,0,0,12,9,4,4,19,3,2,0,4,0,5,0,9,62,6.89,9,62,6.89,5,3,2,1,0,0,1,0,0,1,0,0
"Torres, Jonatan",DEL,Quilmes AC,1300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ibáñez, Nelson",ARQ,Racing Club,3000000,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,2,13,6.5,2,13,6.5,0,0,0,0,1,0,0,1,0,0,0,0
"Musso, Juan",ARQ,Racing Club,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saja, Sebastián",ARQ,Racing Club,6000000,3,9,4,6,0,7,10,5,9,9,9,0,10,10,5,11,84,7.64,13,96,7.38,0,0,0,0,7,0,1,6,0,0,0,0
"Alvarado, Pablo",DEF,Racing Club,2200000,0,0,0,0,8,0,9,3,0,8,0,6,0,0,0,5,34,6.8,5,34,6.8,0,0,0,0,0,0,0,3,1,0,0,0
"Bazán, Mauro",DEF,Racing Club,1300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cabral, Yonathan",DEF,Racing Club,4300000,4,0,4,5,0,5,0,6,8,0,17,7,5,0,5,9,62,6.89,10,66,6.6,1,1,0,0,0,0,0,4,2,0,0,0
"Campi, Gastón",DEF,Racing Club,2500000,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,6,6,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0
"Grimi, Leandro",DEF,Racing Club,4000000,3,0,5,0,0,3,8,5,0,7,8,0,9,0,7,8,52,6.5,9,55,6.11,0,0,0,0,0,0,0,5,2,0,0,0
"Lollo, Luciano",DEF,Racing Club,5300000,3,8,0,0,0,0,0,0,0,0,0,7,8,17,6,5,38,7.6,7,49,7,1,1,0,1,0,0,0,3,1,1,0,0
"Paillalef, Rodrigo",DEF,Racing Club,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pillud, Iván",DEF,Racing Club,4100000,4,0,4,0,0,6,9,5,0,7,6,0,7,0,8,8,52,6.5,9,56,6.22,0,0,0,0,0,0,0,5,0,0,0,0
"Sánchez, Nicolás (RAC)",DEF,Racing Club,3000000,0,6,0,14,0,6,7,2,22,6,5,0,0,3,0,8,65,8.13,9,71,7.89,2,2,0,1,0,0,1,5,6,0,0,0
"Voboril, Germán",DEF,Racing Club,2600000,4,7,0,4,6,0,0,0,7,0,0,7,0,5,5,6,34,5.67,8,45,5.63,0,0,0,0,0,0,0,4,1,0,0,0
"Acevedo, Nelson",VOL,Racing Club,3500000,0,4,3,0,6,0,0,0,5,0,0,2,0,3,0,5,19,3.8,6,23,3.83,0,0,0,0,0,0,0,0,4,0,0,0
"Acuña, Marcos",VOL,Racing Club,3200000,5,0,12,5,0,0,7,4,6,5,4,5,4,15,0,10,67,6.7,11,72,6.55,2,2,0,1,0,0,0,0,2,0,0,0
"Aued, Luciano",VOL,Racing Club,2000000,5,0,6,5,0,0,0,0,0,0,0,0,7,5,5,5,28,5.6,6,33,5.5,0,0,0,0,0,0,0,0,0,0,0,0
"Bareiro, Lucas",VOL,Racing Club,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Camacho, Washington",VOL,Racing Club,3000000,5,5,11,5,13,4,6,6,6,6,0,0,5,5,13,11,80,7.27,13,90,6.92,2,2,0,0,0,0,1,0,0,0,0,0
"Cerro, Francisco",VOL,Racing Club,3100000,0,5,0,4,6,5,0,0,6,3,11,0,5,3,6,9,49,5.44,10,54,5.4,0,0,0,0,0,0,1,0,4,0,0,0
"Díaz, Ricardo Gastón",VOL,Racing Club,4000000,5,5,0,5,4,5,0,4,5,0,0,5,0,5,5,8,38,4.75,10,48,4.8,0,0,0,0,0,0,0,0,1,0,0,0
"Nagüel, Santiago",VOL,Racing Club,3500000,0,6,0,0,8,0,5,4,4,0,6,5,0,5,0,7,37,5.29,8,43,5.38,0,0,0,0,0,0,0,0,0,0,0,0
"Oroz, Nicolás",VOL,Racing Club,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rolheiser, Leonardo",VOL,Racing Club,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Romero, Oscar",VOL,Racing Club,4800000,0,5,0,4,15,6,0,0,5,0,5,0,5,0,0,6,40,6.67,7,45,6.43,1,0,1,0,0,0,1,0,0,0,0,0
"Valenzuela, Carlos Fernando",VOL,Racing Club,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Videla, Ezequiel",VOL,Racing Club,5000000,5,0,5,0,0,6,7,0,0,5,5,5,3,0,6,8,42,5.25,9,47,5.22,0,0,0,0,0,0,0,0,2,0,0,0
"Bou, Gustavo",DEL,Racing Club,6000000,5,5,11,5,0,4,11,12,0,5,10,4,6,0,10,10,78,7.8,12,88,7.33,5,4,1,1,0,0,0,0,0,0,0,0
"Castillón, Facundo",DEL,Racing Club,3700000,0,0,0,0,11,0,0,0,0,4,0,5,0,0,0,3,20,6.67,3,20,6.67,1,1,0,0,0,0,0,0,0,0,0,0
"Castro, Facundo",DEL,Racing Club,800,0,0,0,4,0,0,0,0,0,0,0,4,0,5,0,3,13,4.33,3,13,4.33,0,0,0,0,0,0,0,0,0,0,0,0
"Fernández, Brian",DEL,Racing Club,4000000,0,7,7,6,0,3,3,4,4,5,4,5,0,0,0,9,41,4.56,10,48,4.8,0,0,0,0,0,0,0,0,2,0,0,0
"Mansilla, Brian",DEL,Racing Club,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Milito, Diego",DEL,Racing Club,7700000,4,0,0,0,0,0,16,4,0,5,0,0,15,0,11,5,51,10.2,6,55,9.17,3,2,1,0,0,0,3,0,0,0,1,0
"Nuñez, Carlos",DEL,Racing Club,3800000,0,5,0,0,12,13,6,0,11,0,0,0,0,0,0,4,42,10.5,5,47,9.4,3,3,0,1,0,0,0,0,0,0,0,0
"Barovero, Marcelo",ARQ,River Plate,5800000,5,3,10,0,0,0,0,10,6,5,2,9,0,16,4,8,62,7.75,10,70,7,0,0,0,0,8,0,1,4,0,0,0,0
"Batalla, Augusto",ARQ,River Plate,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chiarini, Julio",ARQ,River Plate,2000000,0,0,6,2,1,9,4,0,0,0,0,0,0,0,0,5,22,4.4,5,22,4.4,0,0,0,0,8,0,0,1,0,0,0,0
"Alvarez Balanta, Eder",DEF,River Plate,3000000,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,5,5,2,11,5.5,0,0,0,0,0,0,0,0,0,0,0,0
"Funes Mori, Ramiro",DEF,River Plate,4300000,0,2,4,0,4,7,0,0,4,16,0,7,0,6,3,8,51,6.38,9,53,5.89,1,1,0,0,0,0,0,3,5,0,0,0
"Maidana, Jonatan",DEF,River Plate,4100000,0,5,5,0,0,7,7,7,0,6,5,0,0,7,5,8,49,6.13,9,54,6,0,0,0,0,0,0,0,3,1,0,0,0
"Mammana, Emanuel",DEF,River Plate,800,0,0,0,6,0,0,0,9,6,0,4,0,0,0,0,4,25,6.25,4,25,6.25,0,0,0,0,0,0,0,1,0,0,0,0
"Mercado, Gabriel",DEF,River Plate,5700000,0,3,3,0,3,0,0,0,5,0,0,7,0,0,0,4,18,4.5,5,21,4.2,0,0,0,0,0,0,0,1,2,0,0,0
"Pezzella, Germán",DEF,River Plate,3000000,6,0,0,0,3,8,4,8,0,0,4,13,0,0,0,6,40,6.67,7,46,6.57,0,0,0,0,0,0,1,3,1,0,0,0
"Urribarri, Bruno",DEF,River Plate,1200000,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0
"Vega, Federico",DEF,River Plate,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vega, Leandro",DEF,River Plate,1300000,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,2,10,5,2,10,5,0,0,0,0,0,0,0,0,0,0,0,0
"Aguirre, Martín",VOL,River Plate,2400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aimar, Pablo",VOL,River Plate,5400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cirigliano, Ezequiel",VOL,River Plate,2200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kranevitter, Claudio",VOL,River Plate,3500000,7,5,4,0,0,0,3,4,11,7,4,0,0,4,5,8,42,5.25,10,54,5.4,0,0,0,0,0,0,1,0,5,0,0,0
"Martínez, Gonzalo",VOL,River Plate,5000000,12,5,0,0,15,5,4,7,6,6,4,5,0,0,13,9,65,7.22,11,82,7.45,2,2,0,2,0,0,1,0,0,0,0,0
"Martínez, Tomás",VOL,River Plate,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mayada, Camilo",VOL,River Plate,2600000,6,5,5,8,4,5,0,6,5,5,0,5,0,10,5,10,58,5.8,12,69,5.75,1,1,0,0,0,0,0,0,0,0,0,0
"Pisculichi, Leonardo",VOL,River Plate,6500000,0,5,4,0,0,4,5,0,0,0,0,3,0,5,5,6,26,4.33,7,31,4.43,0,0,0,0,0,0,0,0,1,0,0,0
"Ponzio, Leonardo",VOL,River Plate,4200000,0,12,0,7,4,11,12,0,0,0,0,0,0,5,4,6,43,7.17,7,55,7.86,1,1,0,0,0,0,2,0,0,0,0,0
"Rodríguez, Guido",VOL,River Plate,700,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,2,9,4.5,2,9,4.5,0,0,0,0,0,0,0,0,1,0,0,0
"Rojas, Ariel",VOL,River Plate,4500000,6,4,5,0,0,5,6,5,6,8,5,5,0,5,4,10,54,5.4,12,64,5.33,0,0,0,0,0,0,0,0,1,0,0,0
"Romero, Luciano",VOL,River Plate,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sánchez, Carlos",VOL,River Plate,4700000,16,2,7,0,5,0,0,18,0,6,5,0,0,0,0,5,41,8.2,7,59,8.43,2,2,0,1,0,0,1,0,1,0,0,0
"Solari, Augusto",VOL,River Plate,2000000,0,0,0,3,0,7,14,5,0,0,0,5,0,5,0,6,39,6.5,6,39,6.5,1,1,0,1,0,0,0,0,2,0,0,0
"Vangioni, Leonel",VOL,River Plate,3600000,6,5,6,0,4,0,0,0,0,4,3,0,0,5,3,6,25,4.17,8,36,4.5,0,0,0,0,0,0,0,0,1,0,0,0
"Boyé, Lucas",DEL,River Plate,1700000,0,0,0,0,0,0,0,5,12,0,0,5,0,5,4,5,31,6.2,5,31,6.2,1,1,0,1,0,0,0,0,0,0,0,0
"Cavenaghi, Fernando",DEL,River Plate,6200000,12,5,0,10,4,4,12,4,12,20,4,4,0,4,4,11,82,7.45,13,99,7.62,6,6,0,3,0,0,1,0,1,0,0,0
"Driussi, Sebastián",DEL,River Plate,2500000,0,0,0,10,6,0,7,6,6,12,5,0,0,0,0,7,52,7.43,7,52,7.43,2,2,0,0,0,0,0,0,0,0,0,0
"Gutiérrez, Teófilo",DEL,River Plate,7500000,19,8,4,0,0,5,0,0,0,5,5,0,0,10,0,5,29,5.8,7,56,8,5,5,0,2,0,0,0,0,1,0,1,0
"Kaprof, Juan Cruz",DEL,River Plate,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,5,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"López, Franco",DEL,River Plate,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,5,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"Mora, Rodrigo",DEL,River Plate,5200000,6,0,24,5,20,3,12,0,5,0,4,0,0,0,0,7,73,10.43,8,79,9.88,5,5,0,5,0,0,1,0,3,0,0,0
"Simeone, Giovanni",DEL,River Plate,2800000,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,2,10,5,2,10,5,0,0,0,0,0,0,0,0,0,0,0,0
"Caranta, Mauricio",ARQ,Rosario Central,4000000,7,4,9,3,9,5,5,2,4,6,4,10,8,4,6,13,75,5.77,15,86,5.73,0,0,0,0,14,0,1,4,4,0,0,0
"García, Manuel",ARQ,Rosario Central,2600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ledesma, Jeremías",ARQ,Rosario Central,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alvarez, Pablo",DEF,Rosario Central,3700000,5,5,4,3,0,0,0,0,0,0,0,0,0,0,6,3,13,4.33,5,23,4.6,0,0,0,0,0,0,0,2,3,0,0,0
"Berra, Tomás",DEF,Rosario Central,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Donatti, Alejandro",DEF,Rosario Central,4200000,9,6,7,6,5,6,5,18,16,18,6,8,5,5,6,13,111,8.54,15,126,8.4,3,3,0,2,0,0,0,4,1,0,0,0
"Ferrari, Jonathan",DEF,Rosario Central,4000000,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,2,7,3.5,2,7,3.5,0,0,0,0,0,0,0,0,1,0,0,0
"Ferrari, Paulo",DEF,Rosario Central,4300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gómez Andrade, Yeimar",DEF,Rosario Central,1800000,9,4,8,7,8,2,5,0,4,5,5,8,3,5,0,11,60,5.45,13,73,5.62,0,0,0,0,0,1,0,4,3,0,0,0
"Gómez, Elías",DEF,Rosario Central,500,7,3,0,0,7,0,3,6,0,0,0,0,0,0,0,3,16,5.33,5,26,5.2,0,0,0,0,0,0,0,2,2,0,0,0
"Lazo, Lucas",DEF,Rosario Central,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Piñero, Fernando",DEF,Rosario Central,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salazar, Víctor",DEF,Rosario Central,500,0,0,0,0,0,0,0,0,6,2,3,7,4,5,6,7,33,4.71,7,33,4.71,0,0,0,0,0,0,0,1,3,0,0,0
"Villagra, Cristian",DEF,Rosario Central,4100000,0,0,0,6,7,5,5,5,5,5,13,8,5,4,4,12,72,6,12,72,6,1,1,0,0,0,0,0,2,3,0,0,0
"Aguirre, Jonás",VOL,Rosario Central,2200000,5,0,0,0,0,5,6,6,6,5,6,12,5,7,5,10,63,6.3,11,68,6.18,0,0,0,0,0,0,1,0,0,0,0,0
"Barrientos, Fernando",VOL,Rosario Central,2900000,4,5,5,3,5,4,0,0,5,0,0,0,4,0,0,6,26,4.33,8,35,4.38,0,0,0,0,0,0,0,0,2,0,0,0
"Becker, Pablo",VOL,Rosario Central,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colman, Gustavo",VOL,Rosario Central,400,0,0,6,7,11,0,0,0,0,0,4,8,4,6,5,8,51,6.38,8,51,6.38,0,0,0,0,0,0,1,0,0,0,0,0
"Da Campo, Hernán",VOL,Rosario Central,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Domínguez, Nery",VOL,Rosario Central,4000000,0,0,0,0,4,0,0,8,3,5,4,6,6,6,6,9,48,5.33,9,48,5.33,0,0,0,0,0,0,0,0,2,0,0,0
"Fared, Jesús",VOL,Rosario Central,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fernández, José Luis",VOL,Rosario Central,4200000,6,5,6,6,-1,0,5,6,0,0,0,0,0,0,0,5,22,4.4,7,33,4.71,0,0,0,0,0,0,0,0,0,1,0,0
"Flores, Federico",VOL,Rosario Central,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"González, Maximiliano",VOL,Rosario Central,300,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,2,8,4,2,8,4,0,0,0,0,0,0,0,0,2,0,0,0
"Lo Celso, Giovani",VOL,Rosario Central,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Montoya, Walter",VOL,Rosario Central,800,5,0,6,0,0,0,0,5,0,0,0,0,5,0,0,3,16,5.33,4,21,5.25,0,0,0,0,0,0,0,0,0,0,0,0
"Musto, Damián",VOL,Rosario Central,3500000,4,5,6,6,0,5,0,0,5,6,5,0,0,5,4,8,42,5.25,10,51,5.1,0,0,0,0,0,0,0,0,2,0,0,0
"Acuña, Walter",DEL,Rosario Central,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cervi, Franco",DEL,Rosario Central,500,17,11,5,8,7,6,5,13,13,2,6,13,5,4,5,13,92,7.08,15,120,8,4,4,0,3,0,0,3,0,2,0,0,0
"Delgado, César",DEL,Rosario Central,5500000,0,5,0,0,0,4,0,6,5,6,11,0,6,4,8,8,50,6.25,9,55,6.11,0,0,0,0,0,0,1,0,0,0,0,0
"Migone, Rodrigo",DEL,Rosario Central,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Niell, Franco",DEL,Rosario Central,4800000,0,11,17,5,5,5,5,0,5,0,5,6,6,0,11,10,70,7,11,81,7.36,3,3,0,1,0,0,1,0,0,0,0,0
"Protti, Ijiel",DEL,Rosario Central,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ruben, Marco",DEL,Rosario Central,5000000,4,10,6,32,11,11,9,10,6,4,6,14,9,6,6,13,130,10,15,144,9.6,10,8,2,6,0,0,1,0,1,0,1,0
"Devecchi, José",ARQ,San Lorenzo de A,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Franco, Leonardo",ARQ,San Lorenzo de A,2800000,8,0,0,0,0,8,0,0,0,4,0,0,0,0,0,2,12,6,3,20,6.67,0,0,0,0,1,0,0,2,0,0,0,0
"Torrico, Sebastián",ARQ,San Lorenzo de A,4700000,0,5,2,9,5,0,15,5,9,0,9,5,9,5,14,11,87,7.91,12,92,7.67,0,0,0,0,7,0,0,6,0,0,0,2
"Arias, Ramiro",DEF,San Lorenzo de A,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Buffarini, Julio",DEF,San Lorenzo de A,5000000,8,5,5,5,7,8,11,3,6,0,12,0,5,5,5,11,72,6.55,13,85,6.54,1,0,1,0,0,0,1,8,7,0,0,0
"Cardona, Tomás",DEF,San Lorenzo de A,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caruzzo, Matías",DEF,San Lorenzo de A,5100000,0,8,4,9,14,0,1,0,8,3,15,5,7,6,8,11,80,7.27,12,88,7.33,2,2,0,0,0,0,0,7,2,1,0,0
"Catalán, Matías",DEF,San Lorenzo de A,1800000,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,1,5,5,2,13,6.5,0,0,0,0,0,0,0,1,0,0,0,0
"Cetto, Mauro",DEF,San Lorenzo de A,4500000,0,0,13,0,5,8,9,3,7,2,0,6,0,0,0,8,53,6.63,8,53,6.63,1,1,0,0,0,0,0,3,2,0,0,0
"Fontanini, Fabricio",DEF,San Lorenzo de A,3000000,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,6,0,0,0,0,0,0,0,1,0,0,0,0
"Mas, Emmanuel",DEF,San Lorenzo de A,4900000,8,5,6,7,6,9,8,7,7,7,7,3,7,7,8,13,89,6.85,15,102,6.8,0,0,0,0,0,0,0,8,1,0,0,0
"Prósperi, Gonzalo",DEF,San Lorenzo de A,2900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yepes, Mario",DEF,San Lorenzo de A,4800000,7,5,0,8,0,11,6,4,0,0,5,5,8,6,9,9,62,6.89,11,74,6.73,0,0,0,0,0,0,1,7,4,0,0,0
"Barbaro, Alejandro",VOL,San Lorenzo de A,1400000,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0
"Barrientos, Pablo",VOL,San Lorenzo de A,5000000,0,3,4,15,6,0,6,3,3,3,0,0,5,0,0,8,45,5.63,9,48,5.33,1,1,0,1,0,0,0,0,4,0,0,0
"Blanco, Sebastián",VOL,San Lorenzo de A,5200000,7,0,5,20,7,6,5,6,6,6,5,5,5,5,6,13,87,6.69,14,94,6.71,1,1,0,1,0,0,1,0,0,0,0,0
"Cavallaro, Juan Ignacio",VOL,San Lorenzo de A,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kalinski, Enzo",VOL,San Lorenzo de A,4900000,0,0,0,6,5,5,4,0,0,0,0,0,0,0,3,5,23,4.6,5,23,4.6,0,0,0,0,0,0,0,0,2,0,0,0
