Jugador,Puesto,Equipo,Cotizacion,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,PCG,AcG,PrG,PCT,AcT,PrT,G,GJ,GP,GV,GR,GC,VF,VI,TA,TR,PE,PA
"Gago, Fernando",VOL,Boca Juniors,6000000,11,0,4,6,6,0,0,0,0,0,7,0,5,-1,0,6,27,4.5,7,38,5.43,1,0,1,0,0,0,0,0,1,1,0,0
"Lodeiro, Nicolás",VOL,Boca Juniors,5200000,0,5,12,4,6,5,0,4,5,16,5,0,5,0,0,9,62,6.89,10,67,6.7,1,0,1,1,0,0,2,0,2,0,0,0
"Meli, César",VOL,Boca Juniors,4000000,0,6,3,3,6,6,6,26,3,0,5,6,0,4,5,11,73,6.64,12,79,6.58,2,2,0,2,0,0,1,0,4,0,0,0
"Pavón, Cristian",VOL,Boca Juniors,1500000,0,0,0,0,0,0,0,5,6,15,17,0,0,0,0,4,43,10.75,4,43,10.75,2,2,0,1,0,0,1,0,0,0,0,0
"Pérez, Pablo",VOL,Boca Juniors,4100000,7,4,0,0,0,0,7,5,5,5,0,0,0,0,6,6,28,4.67,8,39,4.88,1,1,0,0,0,0,0,0,3,1,0,0
"Pochettino, Tomás",VOL,Boca Juniors,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Calleri, Jonathan",DEL,Boca Juniors,5000000,4,11,10,5,0,4,0,0,5,0,0,5,0,5,10,7,44,6.29,9,59,6.56,3,3,0,1,0,0,0,0,1,0,0,0
"Chávez, Andrés",DEL,Boca Juniors,5500000,0,0,0,0,0,0,5,0,6,0,2,5,4,3,8,7,33,4.71,7,33,4.71,1,0,1,0,0,0,0,0,2,0,0,0
"Gigliotti, Emmanuel",DEL,Boca Juniors,5500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Martínez, Juan Manuel",DEL,Boca Juniors,4800000,5,10,0,10,5,4,0,0,0,0,0,4,0,0,0,4,23,5.75,6,38,6.33,2,1,1,2,0,0,0,0,1,0,0,0
"Osvaldo, Daniel",DEL,Boca Juniors,7000000,0,0,5,0,11,11,14,6,3,5,5,0,-1,5,0,10,64,6.4,10,64,6.4,3,2,1,1,0,0,1,0,3,0,1,0
"Palacios, Sebastián",DEL,Boca Juniors,1300000,20,0,0,5,6,0,0,0,0,0,0,5,5,0,11,5,32,6.4,6,52,8.67,3,3,0,0,0,0,1,0,0,0,0,0
"Vadalá, Guido",DEL,Boca Juniors,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Broun, Jorge",ARQ,Colón de Santa Fe,3100000,4,5,9,5,-3,4,5,8,4,3,9,3,3,8,0,13,58,4.46,15,67,4.47,0,0,0,0,18,0,0,4,1,1,0,0
"Lovera, Ignacio",ARQ,Colón de Santa Fe,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mehring, Andres",ARQ,Colón de Santa Fe,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bíttolo, Mariano",DEF,Colón de Santa Fe,2800000,5,6,7,4,0,4,5,7,4,5,8,4,3,7,5,12,63,5.25,14,74,5.29,0,0,0,0,0,0,0,4,0,0,0,0
"Castillo, Luis",DEF,Colón de Santa Fe,2700000,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,5,5,2,10,5,0,0,0,0,0,0,0,1,1,0,0,0
"Conti, Germán",DEF,Colón de Santa Fe,2600000,5,6,6,11,3,11,6,6,3,3,7,2,0,8,3,12,69,5.75,14,80,5.71,0,0,0,0,0,0,2,4,6,0,0,0
"Cuevas, Pablo",DEF,Colón de Santa Fe,2400000,0,4,0,6,4,4,5,7,3,3,0,4,3,0,2,10,41,4.1,11,45,4.09,0,0,0,0,0,0,0,1,3,0,0,0
"Eguren, Sebastián",DEF,Colón de Santa Fe,2700000,0,4,5,3,3,0,0,0,7,0,0,0,4,0,0,5,22,4.4,6,26,4.33,0,0,0,0,0,0,0,2,3,0,0,0
"Ferracuti, Guillermo",DEF,Colón de Santa Fe,2500000,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,4,4,2,7,3.5,0,0,0,0,0,0,0,0,1,0,0,0
"García, Emiliano",DEF,Colón de Santa Fe,1800000,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,4,4,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"Landa, Lucas",DEF,Colón de Santa Fe,3100000,4,5,8,6,1,2,0,0,0,0,0,0,0,0,0,4,17,4.25,6,26,4.33,0,0,0,0,0,0,0,1,1,0,0,0
"Lazzaroni, Franco",DEF,Colón de Santa Fe,2900000,0,0,0,0,0,0,6,7,5,5,5,4,4,9,5,9,50,5.56,9,50,5.56,0,0,0,0,0,0,0,3,1,0,0,0
"Olivera, Wilfredo",DEF,Colón de Santa Fe,2800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodríguez, Clemente",DEF,Colón de Santa Fe,4000000,0,0,7,0,0,5,4,8,3,0,0,0,0,0,0,5,27,5.4,5,27,5.4,0,0,0,0,0,0,0,2,1,0,0,0
"Ballini, Matías",VOL,Colón de Santa Fe,2200000,5,0,0,0,0,6,5,5,4,5,6,3,4,2,6,10,46,4.6,11,51,4.64,0,0,0,0,0,0,0,0,3,0,0,0
"Casado, Víctor",VOL,Colón de Santa Fe,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fernández, Marcos",VOL,Colón de Santa Fe,1800000,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,7,3.5,0,0,0,0,0,0,0,0,1,0,0,0
"Garnier, Yamil",VOL,Colón de Santa Fe,1600000,0,0,5,0,0,0,0,0,0,6,5,5,0,5,0,5,26,5.2,5,26,5.2,0,0,0,0,0,0,0,0,0,0,0,0
"Gómez, Ezequiel",VOL,Colón de Santa Fe,300,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,2,9,4.5,2,9,4.5,0,0,0,0,0,0,0,0,0,0,0,0
"Ledesma, Pablo",VOL,Colón de Santa Fe,4500000,4,5,5,7,4,3,11,7,4,0,0,5,4,5,4,11,59,5.36,13,68,5.23,0,0,0,0,0,0,1,0,4,0,0,0
"Leys, Franco",VOL,Colón de Santa Fe,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Llama, Cristian",VOL,Colón de Santa Fe,1200000,0,0,0,0,0,0,0,0,12,5,0,13,5,4,17,6,56,9.33,6,56,9.33,3,2,1,2,0,0,1,0,2,0,0,0
"Pérez, Daniel",VOL,Colón de Santa Fe,1700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Poblete, Gerónimo",VOL,Colón de Santa Fe,1800000,4,4,3,5,4,5,6,3,5,5,5,0,0,0,3,10,44,4.4,12,52,4.33,0,0,0,0,0,0,0,0,4,0,0,0
"Ramírez, David",VOL,Colón de Santa Fe,3700000,4,18,4,2,3,0,0,0,0,0,0,2,6,4,0,6,21,3.5,8,43,5.38,1,1,0,0,0,0,1,0,3,0,0,0
"Romero, Braian",VOL,Colón de Santa Fe,1500000,5,4,0,0,0,0,12,17,0,0,0,6,23,0,4,5,62,12.4,7,71,10.14,4,4,0,1,0,0,2,0,2,0,0,0
"Alario, Lucas",DEL,Colón de Santa Fe,3100000,5,6,4,2,0,0,0,0,0,10,5,24,6,3,5,8,59,7.38,10,70,7,3,3,0,2,0,0,1,0,1,0,0,0
"Becerra, Raúl",DEL,Colón de Santa Fe,2800000,0,0,0,6,11,2,0,0,0,0,0,0,0,0,0,3,19,6.33,3,19,6.33,1,1,0,1,0,0,0,0,1,0,0,0
"García, Cristian",DEL,Colón de Santa Fe,2900000,0,0,0,0,4,3,5,5,5,15,5,0,0,0,0,7,42,6,7,42,6,1,1,0,0,0,0,1,0,1,0,0,0
"Guanca, Cristian",DEL,Colón de Santa Fe,2000000,0,0,0,11,4,5,0,0,0,4,6,5,0,0,0,6,35,5.83,6,35,5.83,1,1,0,0,0,0,0,0,0,0,0,0
"Villarruel, Gustavo",DEL,Colón de Santa Fe,2500000,6,5,6,5,3,0,0,4,6,0,0,0,0,5,0,6,29,4.83,8,40,5,0,0,0,0,0,0,0,0,2,0,0,0
"Caffa, Germán",ARQ,Crucero del Norte,2800000,9,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,4,16,4,0,0,0,0,5,0,0,1,1,0,0,0
"Mendonca, Juan",ARQ,Crucero del Norte,2300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ramírez, Horacio",ARQ,Crucero del Norte,900,0,0,0,0,9,3,7,1,4,9,9,-1,4,5,3,11,53,4.82,11,53,4.82,0,0,0,0,15,0,1,3,3,0,0,0
"Bareyro, Dante",DEF,Crucero del Norte,2300000,0,0,0,0,0,0,0,0,5,6,8,11,0,0,0,4,30,7.5,4,30,7.5,1,1,0,1,0,0,0,1,0,1,0,0
"Barraza, Julio",DEF,Crucero del Norte,3000000,0,0,0,0,0,17,8,0,0,5,6,2,0,0,6,7,44,6.29,7,44,6.29,1,1,0,1,0,0,0,2,2,1,0,0
"Cabañas, Víctor",DEF,Crucero del Norte,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cabrera, Juan",DEF,Crucero del Norte,2100000,0,0,0,4,0,0,0,0,0,3,7,0,0,0,3,4,17,4.25,4,17,4.25,0,0,0,0,0,0,0,1,1,0,0,0
"Dematei, Nicolás",DEF,Crucero del Norte,2500000,6,5,6,4,13,5,8,17,6,0,0,0,0,0,8,10,67,6.7,12,78,6.5,1,1,0,1,0,0,1,4,1,2,0,0
"Godoy, Cristian",DEF,Crucero del Norte,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lechner, Rodrigo",DEF,Crucero del Norte,1400000,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,3,15,5,3,15,5,0,0,0,0,0,0,0,0,0,0,0,0
"Oliva, Maximiliano",DEF,Crucero del Norte,2300000,0,0,0,0,0,0,0,0,0,5,0,0,5,2,0,3,12,4,3,12,4,0,0,0,0,0,0,0,1,0,1,0,0
"Pérez, Alejandro",DEF,Crucero del Norte,2200000,8,5,6,4,8,5,9,4,5,4,8,5,5,5,6,13,74,5.69,15,87,5.8,0,0,0,0,0,0,0,4,0,0,0,0
"Rosso, Federico",DEF,Crucero del Norte,2100000,8,5,3,3,7,0,0,0,0,0,0,0,0,0,0,3,13,4.33,5,26,5.2,0,0,0,0,0,0,0,2,2,0,0,0
"Tomasini, Gabriel",DEF,Crucero del Norte,2400000,7,5,6,2,7,5,6,2,7,0,0,0,5,5,0,9,45,5,11,57,5.18,0,0,0,0,0,0,0,4,3,0,0,0
"Caballero, Lucas",VOL,Crucero del Norte,1700000,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,2,12,6,2,12,6,0,0,0,0,0,0,0,0,0,0,0,0
"Calgaro, Diego",VOL,Crucero del Norte,3200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chironi, Gabriel",VOL,Crucero del Norte,500,6,4,0,0,0,0,0,0,0,0,6,5,0,0,0,3,11,3.67,5,21,4.2,0,0,0,0,0,0,0,0,0,1,0,0
"Dujaut, José",VOL,Crucero del Norte,300,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,2,17,8.5,2,17,8.5,1,1,0,0,0,0,0,0,0,0,0,0
"Fileppi, Claudio",VOL,Crucero del Norte,3300000,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,5,5,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"Lamas, Marcelo",VOL,Crucero del Norte,1000000,5,5,5,4,0,0,3,0,5,0,0,0,0,0,0,4,17,4.25,6,27,4.5,0,0,0,0,0,0,0,0,2,0,0,0
"Melgarejo, Damián",VOL,Crucero del Norte,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Molinas, Iván",VOL,Crucero del Norte,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monserrat, Fabián",VOL,Crucero del Norte,2900000,0,5,4,5,4,4,0,6,0,0,3,5,4,4,5,10,44,4.4,11,49,4.45,0,0,0,0,0,0,0,0,0,0,0,0
"Olmedo, Nicolás",VOL,Crucero del Norte,3400000,6,0,0,0,0,0,4,4,5,5,6,5,5,6,11,9,51,5.67,10,57,5.7,1,1,0,0,0,0,0,0,2,0,0,0
"Romero, Dardo",VOL,Crucero del Norte,2800000,3,5,3,0,3,2,5,0,-1,0,0,0,0,0,0,5,12,2.4,7,20,2.86,0,0,0,0,0,0,0,0,4,1,0,0
"Torres, Diego",VOL,Crucero del Norte,3000000,1,4,0,0,0,0,0,4,0,0,0,0,0,0,0,1,4,4,3,9,3,0,0,0,0,0,0,0,0,2,0,1,0
"Vázquez, Fabio",VOL,Crucero del Norte,2700000,12,4,5,4,5,5,17,6,5,4,5,3,5,5,5,13,74,5.69,15,90,6,1,1,0,0,0,0,2,0,1,0,0,0
"Alvarez, Ernesto",DEL,Crucero del Norte,2700000,5,5,5,4,5,5,0,3,15,4,11,6,2,5,10,12,75,6.25,14,85,6.07,2,2,0,0,0,0,2,0,1,0,1,0
"Avalos, Gabriel",DEL,Crucero del Norte,1700000,6,6,4,5,5,0,5,5,4,4,0,4,19,6,16,11,77,7,13,89,6.85,3,3,0,0,0,0,2,0,0,0,0,0
"Cólzera, Ariel",DEL,Crucero del Norte,2800000,0,0,0,0,4,3,5,6,4,3,5,10,0,5,0,9,45,5,9,45,5,1,1,0,1,0,0,0,0,3,0,0,0
"Martínez Ramos, Nicolás",DEL,Crucero del Norte,1000000,0,0,5,4,5,3,7,0,0,0,6,5,6,5,6,10,52,5.2,10,52,5.2,1,1,0,1,0,0,0,0,1,0,0,0
"Stupiski, Pablo",DEL,Crucero del Norte,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yagusieczko, Adrián",DEL,Crucero del Norte,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arias, Gabriel",ARQ,Defensa y Justicia,2600000,8,4,5,10,4,13,11,1,14,5,2,1,2,4,4,13,76,5.85,15,88,5.87,0,0,0,0,21,0,3,4,2,0,0,0
"Dobboletta, Juan Ignacio",ARQ,Defensa y Justicia,2300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Santillo, Pablo",ARQ,Defensa y Justicia,2800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Barrios, Fernando",DEF,Defensa y Justicia,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benítez, Marcelo",DEF,Defensa y Justicia,3300000,7,5,2,7,4,4,7,5,7,4,0,0,0,0,6,9,46,5.11,11,58,5.27,0,0,0,0,0,0,0,4,1,0,0,0
"Casteglione, Carlos",DEF,Defensa y Justicia,3900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dal Casón, Guido",DEF,Defensa y Justicia,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Faccioli, Emir",DEF,Defensa y Justicia,3400000,8,5,5,0,0,0,8,6,7,8,5,2,16,0,0,8,57,7.13,10,70,7,1,1,0,1,0,0,0,4,1,0,0,0
"Martínez, Damián",DEF,Defensa y Justicia,3500000,0,0,0,6,3,3,7,3,6,5,4,4,3,0,5,11,49,4.45,11,49,4.45,0,0,0,0,0,0,0,3,5,0,0,0
"Matheu, Carlos",DEF,Defensa y Justicia,3800000,0,0,0,4,4,3,8,5,9,5,4,-1,0,15,4,11,60,5.45,11,60,5.45,1,1,0,1,0,0,0,3,3,1,0,0
"Maya, Federico",DEF,Defensa y Justicia,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saveljich, Esteban",DEF,Defensa y Justicia,2800000,9,6,6,6,5,2,8,4,6,2,0,0,2,6,0,10,47,4.7,12,62,5.17,0,0,0,0,0,0,0,4,4,0,0,0
"Tejera, Juan",DEF,Defensa y Justicia,3700000,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,9,3,3,9,3,0,0,0,0,0,1,0,1,0,1,0,0
"Vella, Luciano",DEF,Defensa y Justicia,3800000,7,5,6,0,0,0,0,0,0,0,0,0,2,0,0,2,8,4,4,20,5,0,0,0,0,0,0,0,3,0,1,0,0
"Yacuzzi, Javier",DEF,Defensa y Justicia,3900000,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,8,4,2,8,4,0,0,0,0,0,0,0,0,1,0,0,0
"Acevedo, Walter",VOL,Defensa y Justicia,3800000,4,6,5,0,0,0,0,0,5,3,4,4,0,0,0,5,21,4.2,7,31,4.43,0,0,0,0,0,0,0,0,2,0,0,0
"Alvarez, Favio",VOL,Defensa y Justicia,2400000,5,0,0,0,0,5,5,0,0,5,4,0,5,0,5,6,29,4.83,7,34,4.86,1,1,0,0,0,0,0,0,0,0,0,0
"Barbieri, Mariano",VOL,Defensa y Justicia,2600000,0,0,4,6,7,6,0,0,0,6,0,0,0,0,0,5,29,5.8,5,29,5.8,0,0,0,0,0,0,0,0,0,0,0,0
"Becerra, Leandro",VOL,Defensa y Justicia,2300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bertochi, Nicolás",VOL,Defensa y Justicia,2700000,19,6,4,0,0,0,0,0,0,0,0,0,0,6,0,2,10,5,4,35,8.75,1,1,0,1,0,0,1,0,0,0,0,0
"Busse, Walter",VOL,Defensa y Justicia,2800000,0,5,0,6,3,5,0,4,5,6,5,4,0,0,0,8,38,4.75,9,43,4.78,0,0,0,0,0,0,0,0,2,0,0,0
"Cabrera, Gonzalo",VOL,Defensa y Justicia,2300000,0,0,0,0,0,0,0,4,0,0,0,12,5,0,0,3,21,7,3,21,7,1,1,0,0,0,0,0,0,0,0,0,0
"Casoratti, Kevin",VOL,Defensa y Justicia,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,6,6,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0
"Juárez, Axel",VOL,Defensa y Justicia,2500000,6,3,5,6,4,5,5,4,0,4,0,0,2,3,3,10,41,4.1,12,50,4.17,0,0,0,0,0,0,0,0,5,0,0,0
"Landriel, Leonardo",VOL,Defensa y Justicia,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leyes, Nery",VOL,Defensa y Justicia,2100000,0,0,0,6,3,6,6,8,5,0,0,0,0,0,0,6,34,5.67,6,34,5.67,0,0,0,0,0,0,0,0,1,0,0,0
"Rivero, José Ignacio",VOL,Defensa y Justicia,2400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Romero, Emiliano",VOL,Defensa y Justicia,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tellechea, Emiliano",VOL,Defensa y Justicia,2600000,0,0,0,0,0,0,0,0,0,0,0,5,5,6,6,4,22,5.5,4,22,5.5,0,0,0,0,0,0,0,0,0,0,0,0
"Tonetto, Diego",VOL,Defensa y Justicia,2300000,0,0,0,0,0,0,0,0,0,0,5,4,4,3,0,4,16,4,4,16,4,0,0,0,0,0,0,0,0,1,0,0,0
"Venturi, Diego",VOL,Defensa y Justicia,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yacob, Diego",VOL,Defensa y Justicia,2000000,5,0,3,0,0,0,0,0,0,0,4,0,0,0,0,2,7,3.5,3,12,4,0,0,0,0,0,0,0,0,1,0,0,0
"Curuchet, Facundo",DEL,Defensa y Justicia,3100000,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,2,10,5,0,0,0,0,0,0,0,0,0,0,0,0
"Fernández, Nicolás",DEL,Defensa y Justicia,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gauto González, Maximiliano",DEL,Defensa y Justicia,1300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Isnaldo, Eugenio",DEL,Defensa y Justicia,3200000,5,5,4,3,5,5,0,10,5,4,4,0,0,0,0,8,40,5,10,50,5,1,1,0,0,0,0,0,0,1,0,0,0
"Rius, Ciro",DEL,Defensa y Justicia,3000000,6,11,0,7,4,5,6,16,5,6,4,6,6,3,7,12,75,6.25,14,92,6.57,2,2,0,0,0,0,1,0,1,0,0,0
"Rodríguez, Julio César",DEL,Defensa y Justicia,2900000,0,0,0,0,6,10,0,0,4,2,4,0,4,12,4,8,46,5.75,8,46,5.75,2,2,0,1,0,0,0,0,1,0,0,0
"Sánchez Sotelo, Juan",DEL,Defensa y Justicia,3500000,3,6,5,15,12,4,5,10,4,0,12,6,5,4,5,12,87,7.25,14,96,6.86,4,4,0,2,0,0,1,0,1,0,0,0
"Navarro, Hilario",ARQ,Estudiantes LP,3800000,9,6,5,0,0,5,1,2,3,0,8,0,4,8,15,9,51,5.67,11,66,6,0,0,0,0,11,0,1,4,2,0,0,0
"Rossi, Agustín",ARQ,Estudiantes LP,700,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,4,4,1,4,4,0,0,0,0,1,0,0,0,0,0,0,0
"Silva, Agustín",ARQ,Estudiantes LP,1200000,0,0,0,2,3,0,0,0,0,0,0,4,0,0,0,3,9,3,3,9,3,0,0,0,0,5,0,0,0,1,0,0,0
"Aguirregaray, Matías",DEF,Estudiantes LP,3000000,8,0,4,0,0,3,-1,0,5,0,0,0,4,7,7,7,29,4.14,8,37,4.63,0,0,0,0,0,0,0,3,2,1,0,0
"Ayala, Rodrigo",DEF,Estudiantes LP,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Delgado, Rafael",DEF,Estudiantes LP,3200000,0,0,0,2,2,0,0,0,0,4,0,3,0,0,0,4,11,2.75,4,11,2.75,0,0,0,0,0,0,0,0,2,0,0,0
"Desábato, Leandro",DEF,Estudiantes LP,5200000,8,5,6,0,5,16,2,5,2,0,0,0,5,8,7,9,56,6.22,11,69,6.27,1,1,0,0,0,0,0,3,2,0,0,0
"Domínguez, Sebastián",DEF,Estudiantes LP,4500000,8,5,0,0,4,0,0,3,5,0,8,0,3,8,6,7,37,5.29,9,50,5.56,0,0,0,0,0,0,0,4,1,0,0,0
"Domizzi, Stéfano",DEF,Estudiantes LP,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pereira, Alvaro",DEF,Estudiantes LP,3400000,5,6,3,3,0,1,0,5,4,0,7,13,3,0,0,8,39,4.88,10,50,5,0,0,0,0,0,0,1,3,5,0,0,0
"Presentado, Matías",DEF,Estudiantes LP,1400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rosales, Pablo",DEF,Estudiantes LP,1700000,0,6,0,4,5,7,4,5,3,4,7,4,0,0,0,9,43,4.78,10,49,4.9,0,0,0,0,0,0,0,2,1,0,0,0
"Schunke, Jonatan",DEF,Estudiantes LP,4000000,0,7,17,5,4,5,4,1,5,6,12,5,0,0,0,10,64,6.4,11,71,6.45,1,1,0,1,0,0,1,2,1,0,0,0
"Vargas, Luciano",DEF,Estudiantes LP,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acosta, Luciano",VOL,Estudiantes LP,2900000,0,5,0,4,5,0,0,0,0,0,0,0,11,9,4,5,33,6.6,6,38,6.33,0,0,0,0,0,0,2,0,2,0,0,0
"Barbona, David",VOL,Estudiantes LP,2700000,3,4,0,0,0,0,0,0,0,5,0,10,4,0,6,4,25,6.25,6,32,5.33,1,1,0,0,0,0,0,0,1,0,0,0
"Damonte, Israel",VOL,Estudiantes LP,3500000,18,3,4,0,0,0,5,0,6,0,0,0,4,0,4,6,23,3.83,8,44,5.5,1,1,0,1,0,0,1,0,4,1,0,0
"Gil, Leonardo",VOL,Estudiantes LP,3800000,4,6,6,5,0,6,4,10,0,0,0,0,5,4,5,8,45,5.63,10,55,5.5,0,0,0,0,0,0,1,0,2,0,0,0
"Gil Romero, Gastón",VOL,Estudiantes LP,4000000,5,0,0,3,6,5,0,0,0,5,6,5,0,3,0,7,33,4.71,8,38,4.75,0,0,0,0,0,0,0,0,2,0,0,0
"Jara, Leonardo",VOL,Estudiantes LP,2900000,0,0,0,0,4,0,4,6,4,18,0,3,0,5,0,7,44,6.29,7,44,6.29,1,1,0,0,0,0,1,0,1,1,0,0
"Marchioni, Julián",VOL,Estudiantes LP,600,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,2,11,5.5,2,11,5.5,0,0,0,0,0,0,0,0,0,0,0,0
"Martínez, Román",VOL,Estudiantes LP,4600000,0,0,2,0,0,0,0,0,0,0,4,5,0,0,0,3,11,3.67,3,11,3.67,0,0,0,0,0,0,0,0,1,0,0,0
"Miranda, Ezequiel",VOL,Estudiantes LP,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Orihuela, Matías",VOL,Estudiantes LP,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sánchez Miño, Juan",VOL,Estudiantes LP,4700000,6,5,5,4,0,4,4,12,4,5,6,0,5,5,4,11,58,5.27,13,69,5.31,1,1,0,0,0,0,0,0,0,0,0,0
"Seijas, Gabriel",VOL,Estudiantes LP,300,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0
